PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,ageUnknown,cabinUnknown,hasNickname,hasTitle,A_Deck,B_Deck,C_Deck,D_Deck,E_Deck,F_Deck,G_Deck,Embarked_C,Embarked_Q,Embarked_S,isMale,isChild,isAdult,upperClassChild
53,1,1,49.0,1,0,76.7292,False,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,False,False,True,False
54,1,2,29.0,1,0,26.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
55,0,1,65.0,0,1,61.9792,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
56,1,1,32.368090452261306,0,0,35.5,True,False,False,False,False,False,True,False,False,False,False,0.0,0.0,1.0,True,False,True,False
57,1,2,21.0,0,0,10.5,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
58,0,3,28.5,0,0,7.2292,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
59,1,2,5.0,1,2,27.75,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,True,False,True
60,0,3,11.0,5,2,46.9,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,True,False,False
61,0,3,22.0,0,0,7.2292,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
62,1,1,38.0,0,0,80.0,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,False,False,True,False
63,0,1,45.0,1,0,83.475,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,1.0,True,False,True,False
64,0,3,4.0,3,2,27.9,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,True,False,False
65,0,1,32.368090452261306,0,0,27.7208,True,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
66,1,3,4.574166666666667,1,1,15.2458,True,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,True,True,False,False
67,1,2,29.0,0,0,10.5,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,1.0,False,False,True,False
68,0,3,19.0,0,0,8.1583,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
69,1,3,17.0,4,2,7.925,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,False,False
70,0,3,26.0,2,0,8.6625,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
71,0,2,32.0,0,0,10.5,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
72,0,3,16.0,5,2,46.9,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,False,False
73,0,2,21.0,0,0,73.5,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
74,0,3,26.0,1,0,14.4542,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
75,1,3,32.0,0,0,56.4958,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
76,0,3,25.0,0,0,7.65,False,False,False,False,False,False,False,False,False,True,True,0.0,0.0,1.0,True,False,True,False
77,0,3,32.368090452261306,0,0,7.8958,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
78,0,3,32.368090452261306,0,0,8.05,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
79,1,2,0.83,0,2,29.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,True,False,True
80,1,3,30.0,0,0,12.475,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
81,0,3,22.0,0,0,9.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
82,1,3,29.0,0,0,9.5,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
83,1,3,21.773972602739725,0,0,7.7875,True,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,False,False,True,False
84,0,1,28.0,0,0,47.1,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
85,1,2,17.0,0,0,10.5,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,False,False
86,1,3,33.0,3,0,15.85,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
87,0,3,16.0,1,3,34.375,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,False,False
88,0,3,32.368090452261306,0,0,8.05,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
89,1,1,23.0,3,2,263.0,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,1.0,False,False,True,False
90,0,3,24.0,0,0,8.05,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
91,0,3,29.0,0,0,8.05,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
92,0,3,20.0,0,0,7.8542,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
93,0,1,46.0,1,0,61.175,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,1.0,True,False,True,False
94,0,3,26.0,1,2,20.575,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
95,0,3,59.0,0,0,7.25,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
96,0,3,32.368090452261306,0,0,8.05,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
97,0,1,71.0,0,0,34.6542,False,False,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
98,1,1,23.0,0,1,63.3583,False,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,True,False,True,False
99,1,2,34.0,0,1,23.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
100,0,2,34.0,1,0,26.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
101,0,3,28.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
102,0,3,32.368090452261306,0,0,7.8958,True,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
103,0,1,21.0,0,1,77.2875,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,1.0,True,False,True,False
104,0,3,33.0,0,0,8.6542,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
105,0,3,37.0,2,0,7.925,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
106,0,3,28.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
107,1,3,21.0,0,0,7.65,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
108,1,3,32.368090452261306,0,0,7.775,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
109,0,3,38.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
110,1,3,21.773972602739725,1,0,24.15,True,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,False,False,True,False
111,0,1,47.0,0,0,52.0,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,1.0,True,False,True,False
112,0,3,14.5,1,0,14.4542,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,False,False,False,False
113,0,3,22.0,0,0,8.05,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
114,0,3,20.0,1,0,9.825,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
115,0,3,17.0,0,0,14.4583,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,False,False,False,False
116,0,3,21.0,0,0,7.925,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
117,0,3,70.5,0,0,7.75,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,True,False,True,False
118,0,2,29.0,1,0,21.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
119,0,1,24.0,0,1,247.5208,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
120,0,3,2.0,4,2,31.275,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,True,False,False
121,0,2,21.0,2,0,73.5,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
122,0,3,32.368090452261306,0,0,8.05,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
123,0,2,32.5,1,0,30.0708,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
124,1,2,32.5,0,0,13.0,False,False,False,False,False,False,False,False,True,False,False,0.0,0.0,1.0,False,False,True,False
125,0,1,54.0,0,1,77.2875,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,1.0,True,False,True,False
126,1,3,12.0,1,0,11.2417,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,True,True,False,False
127,0,3,32.368090452261306,0,0,7.75,True,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,True,False,True,False
128,1,3,24.0,0,0,7.1417,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
129,1,3,21.773972602739725,1,1,22.3583,True,False,False,False,False,False,False,False,True,True,False,1.0,0.0,0.0,False,False,True,False
130,0,3,45.0,0,0,6.975,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
131,0,3,33.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
132,0,3,20.0,0,0,7.05,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
133,0,3,47.0,1,0,14.5,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
134,1,2,29.0,1,0,26.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
135,0,2,25.0,0,0,13.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
136,0,2,23.0,0,0,15.0458,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
137,1,1,19.0,0,2,26.2833,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,1.0,False,False,True,False
138,0,1,37.0,1,0,53.1,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,1.0,True,False,True,False
139,0,3,16.0,0,0,9.2167,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,False,False
140,0,1,24.0,0,0,79.2,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
141,0,3,35.898148148148145,0,2,15.2458,True,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,False,False,True,False
142,1,3,22.0,0,0,7.75,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
143,1,3,24.0,1,0,15.85,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
144,0,3,19.0,0,0,6.75,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,True,False,True,False
145,0,2,18.0,0,0,11.5,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
146,0,2,19.0,1,1,36.75,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
147,1,3,27.0,0,0,7.7958,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
148,0,3,9.0,2,2,34.375,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,True,False,False
149,0,2,36.5,0,2,26.0,False,False,True,False,False,False,False,False,False,True,False,0.0,0.0,1.0,True,False,True,False
150,0,2,42.0,0,0,13.0,False,True,False,True,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
151,0,2,51.0,0,0,12.525,False,True,False,True,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
152,1,1,22.0,1,0,66.6,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,1.0,False,False,True,False
153,0,3,55.5,0,0,8.05,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
154,0,3,40.5,0,2,14.5,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
155,0,3,32.368090452261306,0,0,7.3125,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
156,0,1,51.0,0,1,61.3792,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
157,1,3,16.0,0,0,7.7333,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,False,False,False,False
158,0,3,30.0,0,0,8.05,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
159,0,3,32.368090452261306,0,0,8.6625,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
160,0,3,4.574166666666667,8,2,69.55,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,True,False,False
161,0,3,44.0,0,1,16.1,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
162,1,2,40.0,0,0,15.75,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
163,0,3,26.0,0,0,7.775,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
164,0,3,17.0,0,0,8.6625,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,False,False
165,0,3,1.0,4,1,39.6875,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,True,False,False
166,1,3,9.0,0,2,20.525,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,True,False,False
167,1,1,35.898148148148145,0,1,55.0,True,False,False,False,False,False,False,False,True,False,False,0.0,0.0,1.0,False,False,True,False
168,0,3,45.0,1,4,27.9,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
169,0,1,32.368090452261306,0,0,25.925,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
170,0,3,28.0,0,0,56.4958,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
171,0,1,61.0,0,0,33.5,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
172,0,3,4.0,4,1,29.125,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,True,True,False,False
173,1,3,1.0,1,1,11.1333,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,True,False,False
174,0,3,21.0,0,0,7.925,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
175,0,1,56.0,0,0,30.6958,False,False,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
176,0,3,18.0,1,1,7.8542,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
177,0,3,4.574166666666667,3,1,25.4667,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,True,False,False
178,0,1,50.0,0,0,28.7125,False,False,False,False,False,False,True,False,False,False,False,1.0,0.0,0.0,False,False,True,False
179,0,2,30.0,0,0,13.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
180,0,3,36.0,0,0,0.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
181,0,3,21.773972602739725,8,2,69.55,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
182,0,2,32.368090452261306,0,0,15.05,True,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
183,0,3,9.0,4,2,31.3875,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,True,False,False
184,1,2,1.0,2,1,39.0,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,1.0,True,True,False,True
185,1,3,4.0,0,2,22.025,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,True,False,False
186,0,1,32.368090452261306,0,0,50.0,True,False,False,False,True,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
187,1,3,35.898148148148145,1,0,15.5,True,True,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,False,False,True,False
188,1,1,45.0,0,0,26.55,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
189,0,3,40.0,1,1,15.5,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,True,False,True,False
190,0,3,36.0,0,0,7.8958,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
191,1,2,32.0,0,0,13.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
192,0,2,19.0,0,0,13.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
193,1,3,19.0,1,0,7.8542,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
194,1,2,3.0,1,1,26.0,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,1.0,True,True,False,True
195,1,1,44.0,0,0,27.7208,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,0.0,False,False,True,False
196,1,1,58.0,0,0,146.5208,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,0.0,False,False,True,False
197,0,3,32.368090452261306,0,0,7.75,True,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,True,False,True,False
198,0,3,42.0,0,1,8.4042,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
199,1,3,21.773972602739725,0,0,7.75,True,True,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,False,False,True,False
200,0,2,24.0,0,0,13.0,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
201,0,3,28.0,0,0,9.5,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
202,0,3,32.368090452261306,8,2,69.55,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
203,0,3,34.0,0,0,6.4958,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
204,0,3,45.5,0,0,7.225,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
205,1,3,18.0,0,0,8.05,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
206,0,3,2.0,0,1,10.4625,False,False,False,False,False,False,False,False,False,False,True,0.0,0.0,1.0,False,True,False,False
207,0,3,32.0,1,0,15.85,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
208,1,3,26.0,0,0,18.7875,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
209,1,3,16.0,0,0,7.75,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,False,False,False,False
210,1,1,40.0,0,0,31.0,False,False,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,True,False,True,False
211,0,3,24.0,0,0,7.05,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
212,1,2,35.0,0,0,21.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
213,0,3,22.0,0,0,7.25,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
214,0,2,30.0,0,0,13.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
215,0,3,32.368090452261306,1,0,7.75,True,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,True,False,True,False
216,1,1,31.0,1,0,113.275,False,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,False,False,True,False
217,1,3,27.0,0,0,7.925,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,False,False,True,False
218,0,2,42.0,1,0,27.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
219,1,1,32.0,0,0,76.2917,False,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,False,False,True,False
220,0,2,30.0,0,0,10.5,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
221,1,3,16.0,0,0,8.05,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,False,False
222,0,2,27.0,0,0,13.0,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
223,0,3,51.0,0,0,8.05,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
224,0,3,32.368090452261306,0,0,7.8958,True,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,True,False,True,False
